loan_status,loan_status_numeric,loan_amnt,issue_d,term,int_rate,installment,total_pymnt,total_rec_prncp,total_rec_int,total_rec_late_fee,title,purpose,emp_title,emp_length,home_ownership,annual_inc,verification_status,acc_now_delinq,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,tot_coll_amt,tot_cur_bal,total_acc,total_rev_hi_lim,dti,grade,sub_grade
Fully Paid,6,5000,2016-06-01, 36 months,7.39,155.28,5373.7714556059,5000.0,373.77,0.0,Home improvement,home_improvement,Supervisor,10+ years,MORTGAGE,53109.0,Verified,0.0,0.0,2002-09-01,0.0,,,9.0,0.0,1731,13.8,152.0,181114.0,14.0,12500.0,13.6,A,A4
Current,5,20000,2017-05-01, 36 months,14.99,693.21,14540.75,10571.41,3969.34,0.0,Debt consolidation,debt_consolidation,,,MORTGAGE,48200.0,Not Verified,0.0,0.0,2004-01-01,0.0,65.0,,14.0,0.0,17668,41.1,0.0,183016.0,26.0,43000.0,21.99,C,C4
Current,5,18000,2017-01-01, 60 months,15.99,437.63,10892.78,5822.16,5070.62,0.0,Debt consolidation,debt_consolidation,,,OWN,44000.0,Verified,0.0,0.0,1987-09-01,0.0,55.0,,5.0,0.0,2581,21.9,0.0,9890.0,15.0,11800.0,8.27,C,C5
Current,5,18000,2018-03-01, 36 months,7.96,563.73,6209.49,5053.01,1156.48,0.0,Debt consolidation,debt_consolidation,Bricklayer Foreman,8 years,MORTGAGE,83000.0,Source Verified,0.0,0.0,2000-10-01,1.0,58.0,,8.0,0.0,2476,88.4,0.0,311789.0,44.0,2800.0,20.1,A,A5
Charged Off,0,25000,2018-01-01, 60 months,12.62,563.98,3982.92,2175.12,1807.8,0.0,Credit card refinancing,credit_card,Move Order Specialist,10+ years,RENT,100000.0,Source Verified,0.0,0.0,2001-11-01,0.0,,,19.0,0.0,20162,31.4,0.0,203930.0,37.0,64200.0,12.86,C,C1
Fully Paid,6,6500,2017-12-01, 36 months,9.93,209.53,6999.2374158522,6500.0,499.24,0.0,Other,other,DFA-Ration Clerk,3 years,RENT,18316.0,Source Verified,0.0,0.0,2008-05-01,0.0,,86.0,4.0,1.0,804,12.8,10140.0,6321.0,12.0,6300.0,30.08,B,B2
Current,5,35000,2018-09-01, 36 months,11.06,1146.85,5626.72,4198.01,1428.71,0.0,Credit card refinancing,credit_card,Senior Client Services Manager ,10+ years,MORTGAGE,97000.0,Verified,0.0,0.0,1999-03-01,0.0,,,13.0,0.0,71266,78.8,0.0,257982.0,24.0,90400.0,38.64,B,B3
Current,5,6000,2018-10-01, 36 months,6.11,182.84,729.32,613.83,115.49,0.0,Debt consolidation,debt_consolidation,Sales and Operations Manager,10+ years,MORTGAGE,100000.0,Source Verified,0.0,0.0,2004-07-01,0.0,,76.0,7.0,1.0,4393,20.0,0.0,219654.0,19.0,22000.0,7.18,A,A1
Charged Off,0,4800,2016-03-01, 36 months,16.29,169.45,3432.67,2103.26,930.91,15.0,Debt consolidation,debt_consolidation,Asst. Store Manager,10+ years,MORTGAGE,25000.0,Not Verified,0.0,0.0,2003-06-01,1.0,,,16.0,0.0,13813,37.4,0.0,21441.0,37.0,36948.0,31.59,D,D1
Current,5,17150,2018-01-01, 36 months,6.72,527.35,6820.6,5799.35,1021.25,0.0,Home improvement,home_improvement,President,10+ years,MORTGAGE,288000.0,Verified,0.0,0.0,1986-03-01,2.0,,,22.0,0.0,71895,60.0,0.0,899893.0,43.0,119800.0,33.54,A,A3
Current,5,10000,2017-11-01, 60 months,10.42,214.55,3238.51,2036.69,1201.82,0.0,Credit card refinancing,credit_card,Bookkeeper,4 years,MORTGAGE,60000.0,Not Verified,0.0,0.0,2004-04-01,0.0,,87.0,10.0,1.0,7331,25.8,0.0,26701.0,13.0,28400.0,22.44,B,B3
Fully Paid,6,6000,2017-09-01, 36 months,7.35,186.23,6377.7179974598,6000.0,377.72,0.0,Debt consolidation,debt_consolidation,Supervisor ,10+ years,MORTGAGE,65000.0,Not Verified,0.0,0.0,2010-08-01,0.0,,,3.0,0.0,23576,73.7,0.0,29147.0,7.0,32000.0,9.47,A,A4
Current,5,30000,2016-04-01, 60 months,8.39,613.91,20858.96,15451.6,5407.36,0.0,Debt consolidation,debt_consolidation,Senior GIS Analyst,9 years,MORTGAGE,110000.0,Source Verified,0.0,0.0,2003-03-01,0.0,36.0,,6.0,0.0,12296,44.6,0.0,413845.0,19.0,27600.0,9.59,B,B1
Fully Paid,6,10000,2017-12-01, 36 months,7.97,313.23,10533.578597445301,10000.0,533.58,0.0,Credit card refinancing,credit_card,Dockworker ,2 years,RENT,60000.0,Not Verified,0.0,0.0,2004-08-01,0.0,,,9.0,0.0,12526,65.6,0.0,32586.0,21.0,19100.0,16.7,A,A5
Fully Paid,6,4500,2016-11-01, 36 months,11.49,148.38,5231.8381394312,4500.0,731.84,0.0,Debt consolidation,debt_consolidation,Sales,1 year,OWN,40560.0,Source Verified,0.0,0.0,2004-09-01,1.0,27.0,,10.0,0.0,4204,63.7,82.0,14902.0,19.0,6600.0,9.17,B,B5
Fully Paid,6,5000,2017-12-01, 36 months,11.99,166.05,5051.5081717436,5000.0,51.51,0.0,Major purchase,major_purchase,Trailer editor,10+ years,RENT,117000.0,Source Verified,0.0,0.0,1990-03-01,2.0,,,11.0,0.0,2795,55.9,131.0,96807.0,16.0,5000.0,12.91,B,B5
Current,5,21000,2017-12-01, 36 months,15.05,728.49,10181.3,7070.01,3111.29,0.0,Debt consolidation,debt_consolidation,Engineer,10+ years,MORTGAGE,120000.0,Source Verified,0.0,0.0,1996-09-01,0.0,59.0,,13.0,0.0,68794,79.4,0.0,296604.0,29.0,86600.0,22.39,C,C4
Current,5,5000,2018-05-01, 36 months,6.19,152.55,1371.23,1164.65,206.58,0.0,Credit card refinancing,credit_card,Biological Quality Supervisor,5 years,MORTGAGE,100000.0,Source Verified,0.0,0.0,2001-05-01,0.0,56.0,,7.0,0.0,1216,4.2,0.0,361710.0,29.0,28800.0,5.33,A,A2
Fully Paid,6,10000,2016-10-01, 36 months,12.79,335.93,10986.003629173101,10000.0,986.0,0.0,Debt consolidation,debt_consolidation,Keyboard specialist,3 years,MORTGAGE,70000.0,Not Verified,0.0,1.0,2000-12-01,0.0,6.0,,16.0,0.0,4968,37.9,0.0,179648.0,41.0,13100.0,29.5,C,C1
Fully Paid,6,6600,2017-11-01, 36 months,10.91,215.8,7357.512420612,6600.0,757.51,0.0,Debt consolidation,debt_consolidation,Teacher,< 1 year,MORTGAGE,46000.0,Verified,0.0,0.0,2003-05-01,1.0,71.0,,10.0,0.0,221697,86.7,105.0,654552.0,25.0,257000.0,56.56,B,B4
Fully Paid,6,10000,2017-09-01, 36 months,9.93,322.35,10184.7499822533,10000.0,168.63,16.12,Debt consolidation,debt_consolidation,Warehouse Manager II,< 1 year,MORTGAGE,89000.0,Verified,0.0,0.0,2002-10-01,1.0,32.0,,9.0,0.0,8409,40.2,0.0,170671.0,23.0,20900.0,27.55,B,B2
Current,5,10000,2018-08-01, 60 months,15.02,238.01,1419.72,697.91,721.81,0.0,Home improvement,home_improvement,Appliance Supervisor,2 years,OWN,140000.0,Not Verified,0.0,2.0,1984-11-01,0.0,6.0,,15.0,0.0,8790,72.6,0.0,576095.0,37.0,12100.0,17.95,C,C3
Current,5,10000,2018-11-01, 36 months,10.33,324.23,961.21,720.61,240.6,0.0,Debt consolidation,debt_consolidation,,,MORTGAGE,54000.0,Not Verified,0.0,0.0,1995-10-01,0.0,,80.0,17.0,1.0,11776,29.5,0.0,194780.0,28.0,39900.0,21.89,B,B1
Current,5,22400,2018-04-01, 60 months,9.92,475.06,4738.26,3009.12,1729.14,0.0,Major purchase,major_purchase,Banker,2 years,MORTGAGE,54000.0,Verified,0.0,0.0,2011-09-01,0.0,,,9.0,0.0,12401,15.6,0.0,249810.0,12.0,41400.0,16.49,B,B2
Current,5,28975,2017-09-01, 60 months,25.82,864.45,14483.71,4884.25,9599.46,0.0,Home improvement,home_improvement,attorney,2 years,OWN,63000.0,Not Verified,0.0,0.0,2001-01-01,2.0,24.0,,9.0,0.0,12048,53.1,0.0,120655.0,23.0,22700.0,23.07,E,E4
Current,5,5000,2018-07-01, 36 months,6.67,153.64,1071.77,895.76,176.01,0.0,Credit card refinancing,credit_card,Correctional Officer ,2 years,RENT,45000.0,Not Verified,0.0,0.0,2014-07-01,0.0,,,8.0,0.0,4283,20.9,290.0,11584.0,9.0,20500.0,9.63,A,A2
Current,5,20000,2018-03-01, 36 months,9.92,644.6,7068.56,5495.33,1573.23,0.0,Debt consolidation,debt_consolidation,Bookkeeping ,10+ years,MORTGAGE,50000.0,Verified,0.0,0.0,2003-10-01,0.0,,,20.0,0.0,33711,63.7,0.0,158829.0,31.0,52900.0,27.94,B,B2
Current,5,6600,2017-10-01, 36 months,9.44,211.24,3372.92,2705.18,667.74,0.0,Debt consolidation,debt_consolidation,Shipping Lead,1 year,MORTGAGE,105000.0,Source Verified,0.0,0.0,2011-08-01,0.0,60.0,,11.0,0.0,6534,56.3,0.0,213806.0,18.0,11600.0,15.98,B,B1
Current,5,30000,2018-03-01, 60 months,26.77,911.95,9986.83,2986.35,7000.48,0.0,Other,other,Transplant/ General Surgeon,1 year,MORTGAGE,400000.0,Source Verified,0.0,1.0,1984-03-01,0.0,13.0,,55.0,0.0,83085,89.0,0.0,565787.0,72.0,93400.0,23.26,E,E5
Current,5,25000,2018-04-01, 60 months,11.98,555.86,5541.96,3204.09,2337.87,0.0,Credit card refinancing,credit_card,Facilities Coordinator ,2 years,RENT,82000.0,Source Verified,0.0,0.0,2002-12-01,1.0,,,10.0,0.0,23874,55.5,0.0,48031.0,36.0,43000.0,14.9,B,B5
Current,5,27000,2017-10-01, 60 months,15.05,643.04,10319.06,5356.73,4962.33,0.0,Debt consolidation,debt_consolidation,CTO,10+ years,RENT,75000.0,Verified,0.0,0.0,2006-01-01,0.0,,,8.0,0.0,20547,37.9,0.0,20547.0,10.0,54200.0,9.1,C,C4
Current,5,10000,2018-05-01, 36 months,9.92,322.3,2902.19,2235.92,666.27,0.0,Debt consolidation,debt_consolidation,Manager,10+ years,MORTGAGE,90000.0,Source Verified,0.0,0.0,1994-08-01,0.0,75.0,,11.0,0.0,10681,61.7,0.0,119157.0,27.0,17300.0,16.71,B,B2
Current,5,25000,2018-12-01, 36 months,14.47,860.16,1680.13,1124.14,555.99,0.0,Debt consolidation,debt_consolidation,,< 1 year,RENT,200000.0,Source Verified,0.0,1.0,2011-04-01,0.0,18.0,,5.0,0.0,29021,58.3,0.0,48981.0,12.0,49800.0,7.42,C,C2
Fully Paid,6,3600,2016-12-01, 36 months,7.99,112.8,3756.9216152255,3600.0,156.92,0.0,Debt consolidation,debt_consolidation,Director of Admissions,< 1 year,RENT,65000.0,Source Verified,0.0,0.0,2003-10-01,0.0,26.0,,9.0,0.0,2101,11.9,0.0,11961.0,17.0,17600.0,6.52,A,A5
Current,5,40000,2018-11-01, 36 months,25.34,1597.6,4680.18,2306.83,2373.35,0.0,Debt consolidation,debt_consolidation,,,OWN,15000.0,Verified,0.0,0.0,2001-01-01,0.0,73.0,,10.0,0.0,20801,68.2,0.0,63489.0,21.0,30500.0,127.6,E,E3
Current,5,7450,2017-04-01, 36 months,5.32,224.36,4933.72,4410.6,523.12,0.0,Debt consolidation,debt_consolidation,Store Manager,10+ years,RENT,52000.0,Not Verified,0.0,0.0,1986-07-01,0.0,68.0,,10.0,0.0,11380,50.6,0.0,37534.0,19.0,22500.0,26.92,A,A1
Current,5,6000,2017-12-01, 36 months,6.72,184.5,2577.4,2191.25,386.15,0.0,Medical expenses,medical,Grounds keeper,4 years,MORTGAGE,30000.0,Not Verified,0.0,0.0,2000-07-01,0.0,,,14.0,0.0,22888,51.3,0.0,185119.0,49.0,44600.0,54.24,A,A3
Current,5,35000,2018-09-01, 60 months,17.97,888.2,4458.48,1875.73,2582.75,0.0,Credit card refinancing,credit_card,RF Engineer,8 years,RENT,120000.0,Verified,0.0,0.0,2001-04-01,2.0,,,13.0,0.0,92054,83.0,0.0,92923.0,20.0,111300.0,26.89,D,D1
Fully Paid,6,12000,2016-06-01, 36 months,6.49,367.74,13114.291458933201,12000.0,1114.29,0.0,Home improvement,home_improvement,Area Manager,10+ years,MORTGAGE,85000.0,Not Verified,0.0,0.0,2002-10-01,1.0,,,18.0,0.0,14709,22.5,0.0,116725.0,42.0,65400.0,18.13,A,A2
Fully Paid,6,5000,2017-09-01, 36 months,9.44,160.03,5416.0149775102,5000.0,416.01,0.0,Debt consolidation,debt_consolidation,Truck driver,7 years,MORTGAGE,60000.0,Not Verified,0.0,0.0,1986-05-01,1.0,42.0,80.0,7.0,1.0,3650,25.5,0.0,57487.0,19.0,14300.0,1.94,B,B1
Current,5,17000,2016-03-01, 36 months,9.16,541.87,18948.15,16462.55,2485.6,0.0,Debt consolidation,debt_consolidation,tire technician,6 years,RENT,48000.0,Source Verified,0.0,0.0,2002-02-01,1.0,28.0,,8.0,0.0,8750,76.1,0.0,10853.0,19.0,11500.0,13.65,B,B2
Current,5,15500,2018-09-01, 36 months,6.11,472.32,3777.78,3465.03,312.75,0.0,Credit card refinancing,credit_card,Dispatch,5 years,RENT,64000.0,Not Verified,0.0,0.0,2008-05-01,0.0,,,12.0,0.0,15106,31.6,1344.0,15106.0,18.0,47800.0,6.15,A,A1
Fully Paid,6,11000,2018-01-01, 36 months,11.99,365.31,11314.2055666901,11000.0,314.21,0.0,Debt consolidation,debt_consolidation,Accountant ,10+ years,RENT,55000.0,Not Verified,0.0,0.0,2006-04-01,0.0,,,5.0,0.0,10151,62.3,0.0,16462.0,9.0,16300.0,10.21,B,B5
Current,5,15000,2018-10-01, 36 months,22.35,575.58,1708.12,905.27,802.85,0.0,Debt consolidation,debt_consolidation,,,RENT,9852.0,Verified,0.0,0.0,2007-12-01,0.0,,65.0,8.0,1.0,12100,58.5,0.0,25251.0,14.0,20700.0,89.04,D,D5
Current,5,16000,2018-12-01, 36 months,15.02,554.81,1141.97,713.53,428.44,0.0,Debt consolidation,debt_consolidation,warehouse worker,10+ years,MORTGAGE,80000.0,Source Verified,0.0,0.0,2006-05-01,0.0,24.0,,14.0,0.0,8475,54.0,0.0,13203.0,29.0,15700.0,13.77,C,C3
Current,5,2000,2018-10-01, 36 months,24.37,78.86,312.73,157.7,155.03,0.0,Other,other,Machine Operator,10+ years,MORTGAGE,40000.0,Source Verified,0.0,1.0,2002-05-01,1.0,19.0,,6.0,0.0,698,53.7,637.0,41177.0,30.0,1300.0,14.46,E,E2
Current,5,16000,2016-04-01, 60 months,9.75,337.99,11474.33,8107.3,3367.03,0.0,Debt consolidation,debt_consolidation,Hardware tech,6 years,RENT,52000.0,Verified,0.0,0.0,1998-03-01,1.0,,71.0,16.0,1.0,8648,39.3,0.0,45823.0,33.0,22000.0,29.52,B,B3
Current,5,16800,2016-10-01, 60 months,22.39,467.74,13075.82,5606.4,7469.42,0.0,Debt consolidation,debt_consolidation,,,RENT,40000.0,Verified,0.0,4.0,1998-09-01,0.0,16.0,,14.0,0.0,13877,49.2,0.0,13877.0,21.0,28200.0,14.67,E,E1
Current,5,22975,2016-05-01, 36 months,14.46,790.38,26103.6,20652.37,5411.71,39.52,Debt consolidation,debt_consolidation,Sr. Account Manager,3 years,OWN,120000.0,Source Verified,0.0,3.0,2009-07-01,0.0,10.0,,14.0,0.0,78,0.7,0.0,128785.0,19.0,11300.0,4.79,C,C4
Current,5,4200,2016-12-01, 36 months,14.99,145.58,3781.58,2839.66,941.92,0.0,Other,other,Teacher,< 1 year,OWN,13960.0,Not Verified,0.0,0.0,2008-09-01,1.0,,,13.0,0.0,5789,37.8,2598.0,26213.0,27.0,15300.0,67.58,C,C4
Late (31-120 days),2,20000,2018-01-01, 60 months,28.72,631.44,6913.93,1895.55,5018.38,0.0,Other,other,Estimator,3 years,OWN,48000.0,Verified,0.0,0.0,2013-12-01,0.0,,,6.0,0.0,4977,45.7,0.0,240977.0,7.0,10900.0,4.34,F,F1
Current,5,1000,2018-10-01, 36 months,19.92,37.13,147.41,84.19,63.22,0.0,Debt consolidation,debt_consolidation,Professor,8 years,MORTGAGE,85000.0,Not Verified,0.0,2.0,1994-11-01,0.0,19.0,,9.0,0.0,7120,52.7,0.0,242453.0,26.0,13500.0,10.43,D,D3
Current,5,25000,2018-11-01, 60 months,19.92,661.24,1748.56,750.92,997.64,0.0,Debt consolidation,debt_consolidation,Paralegal 3,10+ years,MORTGAGE,48000.0,Source Verified,0.0,0.0,1994-11-01,0.0,31.0,,8.0,0.0,22868,96.5,0.0,194478.0,12.0,23700.0,36.3,D,D3
Fully Paid,6,15000,2017-09-01, 60 months,20.0,397.41,15464.213166666,15000.0,464.21,0.0,Debt consolidation,debt_consolidation,Web Developer,2 years,RENT,60000.0,Verified,0.0,0.0,2011-10-01,0.0,,,11.0,0.0,12395,67.7,0.0,59867.0,13.0,18300.0,33.86,D,D4
Current,5,10000,2018-05-01, 60 months,13.58,230.52,2059.6,1105.28,954.32,0.0,Debt consolidation,debt_consolidation,Executive Admin,3 years,MORTGAGE,80000.0,Not Verified,0.0,0.0,2002-06-01,1.0,28.0,,23.0,0.0,7096,44.1,0.0,528326.0,35.0,16100.0,11.82,C,C2
Current,5,14000,2017-06-01, 60 months,19.03,363.4,7238.4,3297.08,3941.32,0.0,Debt consolidation,debt_consolidation,Investigator,6 years,RENT,126000.0,Source Verified,0.0,3.0,1992-04-01,3.0,18.0,,11.0,0.0,1214,12.3,4004.0,23205.0,36.0,9900.0,19.2,D,D3
Current,5,20925,2016-12-01, 36 months,11.49,689.93,17929.61,14375.8,3553.81,0.0,Debt consolidation,debt_consolidation,,,MORTGAGE,7800.0,Verified,0.0,0.0,2002-09-01,0.0,,,9.0,0.0,15466,86.9,0.0,34833.0,17.0,17800.0,135.85,B,B5
Charged Off,0,12000,2016-05-01, 36 months,8.39,378.2,6886.29,5292.97,1130.84,0.0,Debt consolidation,debt_consolidation,Compliance specialist,< 1 year,RENT,40000.0,Not Verified,0.0,0.0,2011-04-01,0.0,,,13.0,0.0,6523,30.2,323.0,6523.0,14.0,21600.0,7.2,B,B1
Current,5,5000,2018-05-01, 36 months,17.47,179.44,1610.11,1017.67,592.44,0.0,Other,other,First Cook,10+ years,MORTGAGE,40332.0,Not Verified,0.0,0.0,2001-09-01,0.0,46.0,,11.0,0.0,11717,71.9,0.0,102969.0,24.0,16300.0,35.38,D,D1
Current,5,3000,2018-09-01, 36 months,7.21,92.92,462.2,379.0,83.2,0.0,Moving and relocation,moving,Teacher,< 1 year,RENT,40000.0,Not Verified,0.0,0.0,1993-02-01,0.0,,,3.0,0.0,14370,31.2,0.0,172732.0,15.0,46000.0,7.77,A,A3
Current,5,20000,2018-07-01, 60 months,20.89,539.84,3732.46,1413.85,2318.61,0.0,Credit card refinancing,credit_card,team member,4 years,RENT,54000.0,Verified,0.0,0.0,2014-12-01,3.0,,,9.0,0.0,12799,43.5,0.0,35294.0,12.0,29400.0,15.69,D,D4
Current,5,21500,2016-11-01, 36 months,16.99,766.43,20642.88,15066.27,5576.61,0.0,Debt consolidation,debt_consolidation,Staff Sergeant ,6 years,RENT,43000.0,Verified,0.0,0.0,2007-08-01,0.0,,,12.0,0.0,16961,80.0,0.0,35582.0,22.0,21200.0,27.4,D,D1
Current,5,15000,2018-10-01, 60 months,6.67,294.69,1187.1,852.34,334.76,0.0,Debt consolidation,debt_consolidation,,,MORTGAGE,72000.0,Not Verified,0.0,0.0,2013-04-01,0.0,,,14.0,0.0,17342,45.4,0.0,151590.0,19.0,38200.0,20.95,A,A2
Fully Paid,6,10900,2016-10-01, 36 months,7.99,341.52,12149.673676471799,10900.0,1249.67,0.0,Debt consolidation,debt_consolidation,Teacher,3 years,OWN,45000.0,Source Verified,0.0,1.0,2005-01-01,0.0,6.0,,10.0,0.0,25527,37.0,0.0,48115.0,21.0,68900.0,15.41,A,A5
Charged Off,0,5000,2017-02-01, 36 months,12.74,167.85,3017.76,2263.21,754.55,0.0,Debt consolidation,debt_consolidation,,,RENT,25000.0,Not Verified,0.0,0.0,2009-05-01,1.0,,108.0,18.0,1.0,5362,16.9,328.0,5362.0,21.0,31800.0,8.11,C,C1
Charged Off,0,7000,2017-10-01, 36 months,15.05,242.83,2938.66,1126.97,566.99,0.0,Home buying,house,Management Assistance ,10+ years,RENT,58313.0,Verified,0.0,1.0,2003-10-01,2.0,19.0,,12.0,0.0,10622,54.2,0.0,11036.0,16.0,19600.0,10.56,C,C4
Fully Paid,6,5000,2017-08-01, 36 months,13.59,169.9,5573.6926063737,5000.0,573.69,0.0,Debt consolidation,debt_consolidation,Purchasing Clerk,10+ years,RENT,36744.71,Source Verified,0.0,2.0,2003-02-01,2.0,22.0,,10.0,0.0,5794,49.1,0.0,84169.0,22.0,11800.0,33.05,C,C2
Current,5,16800,2018-01-01, 60 months,17.09,418.34,5422.47,2537.74,2884.73,0.0,Debt consolidation,debt_consolidation,Accountant,1 year,MORTGAGE,50000.0,Verified,0.0,0.0,1993-08-01,1.0,46.0,,13.0,0.0,31647,71.8,0.0,140362.0,32.0,44100.0,23.57,D,D1
Current,5,14000,2018-06-01, 60 months,12.13,312.35,2536.54,1416.01,1120.53,0.0,Home improvement,home_improvement,Sr Accountant ,5 years,OWN,85000.0,Not Verified,0.0,0.0,2007-02-01,0.0,,,12.0,0.0,1106,2.9,1305.0,45610.0,24.0,37500.0,21.91,B,B5
Current,5,4000,2017-11-01, 36 months,10.91,130.79,1958.21,1510.14,448.07,0.0,Debt consolidation,debt_consolidation,Accountant/Fiscal Analyst III,< 1 year,RENT,52500.0,Verified,0.0,0.0,2001-11-01,1.0,37.0,,30.0,0.0,27069,52.0,0.0,161815.0,48.0,51890.0,33.19,B,B4
Current,5,14000,2017-12-01, 60 months,17.09,348.62,4854.1,2294.18,2559.92,0.0,Car financing,car,security officer,4 years,RENT,36000.0,Source Verified,0.0,0.0,1985-04-01,0.0,,88.0,4.0,1.0,2299,95.8,0.0,27304.0,13.0,2400.0,28.2,D,D1
Fully Paid,6,14000,2016-04-01, 36 months,5.32,421.61,14882.679076408402,14000.0,882.68,0.0,Debt consolidation,debt_consolidation,Marketing Director,10+ years,MORTGAGE,60000.0,Verified,0.0,0.0,1992-02-01,0.0,,,11.0,0.0,10488,21.4,0.0,219801.0,27.0,49000.0,11.33,A,A1
Fully Paid,6,10000,2016-03-01, 36 months,5.32,301.15,10490.6655757964,10000.0,490.67,0.0,,credit_card,Property Operations Manager,10+ years,MORTGAGE,63000.0,Not Verified,0.0,0.0,2005-03-01,0.0,,,18.0,0.0,10498,27.1,0.0,201830.0,28.0,38700.0,16.48,A,A1
Current,5,15300,2018-06-01, 36 months,22.9,591.47,4712.3,2562.25,2150.05,0.0,Debt consolidation,debt_consolidation,Compliance Manager,1 year,MORTGAGE,129500.0,Source Verified,0.0,0.0,2001-02-01,0.0,,,9.0,0.0,10323,68.4,0.0,274181.0,35.0,15100.0,13.44,E,E1
Current,5,3500,2018-04-01, 36 months,17.47,125.61,1267.7,793.85,458.85,15.0,Debt consolidation,debt_consolidation,Technician ,< 1 year,RENT,65000.0,Source Verified,0.0,0.0,2006-03-01,1.0,,,7.0,0.0,4661,77.7,0.0,61737.0,10.0,6000.0,23.47,D,D1
Current,5,20000,2017-10-01, 60 months,15.05,476.33,7604.56,3968.02,3636.54,0.0,Debt consolidation,debt_consolidation,School Bus Driver,< 1 year,RENT,21000.0,Verified,0.0,0.0,2013-05-01,0.0,,,5.0,0.0,115,0.8,0.0,115.0,5.0,13700.0,1.43,C,C4
Fully Paid,6,12000,2016-02-01, 60 months,10.75,259.42,14038.7631820428,12000.0,2038.76,0.0,,debt_consolidation,Warehouse/Shipping Manager,3 years,RENT,69000.0,Not Verified,0.0,0.0,1997-01-01,1.0,,,10.0,0.0,13215,30.9,0.0,55195.0,22.0,42800.0,21.04,B,B4
Fully Paid,6,15000,2018-03-01, 36 months,7.96,469.77,15853.8666153146,15000.0,853.87,0.0,Major purchase,major_purchase,House manager ,5 years,MORTGAGE,38000.0,Source Verified,0.0,0.0,2007-06-01,0.0,,,16.0,0.0,17014,45.9,0.0,78010.0,27.0,37100.0,27.92,A,A5
Current,5,13500,2018-10-01, 36 months,15.02,468.12,1861.22,1219.23,641.99,0.0,Debt consolidation,debt_consolidation,TRUCK DRIVER,6 years,MORTGAGE,73000.0,Verified,0.0,0.0,1983-02-01,0.0,26.0,,8.0,0.0,6795,97.1,0.0,350321.0,17.0,7000.0,13.18,C,C3
Current,5,12000,2018-06-01, 36 months,14.03,410.31,3273.13,2250.57,1022.56,0.0,Debt consolidation,debt_consolidation,Mailhandler,10+ years,RENT,52000.0,Source Verified,0.0,0.0,2003-05-01,0.0,27.0,,5.0,0.0,2715,57.8,2478.0,2715.0,11.0,4700.0,3.72,C,C2
Current,5,6050,2018-07-01, 36 months,16.14,213.12,1480.99,960.29,520.7,0.0,Debt consolidation,debt_consolidation,Security Officer,1 year,RENT,40000.0,Source Verified,0.0,1.0,2007-08-01,0.0,17.0,,6.0,0.0,5300,68.8,0.0,16294.0,13.0,7700.0,22.32,C,C4
Fully Paid,6,20600,2017-10-01, 36 months,18.06,745.36,22788.6812757413,20600.0,2188.68,0.0,Debt consolidation,debt_consolidation,Aircraft Technician ,5 years,RENT,130000.0,Verified,0.0,0.0,2006-01-01,2.0,,50.0,15.0,2.0,6071,14.0,0.0,62777.0,24.0,43829.0,17.37,D,D2
Fully Paid,6,12000,2017-10-01, 60 months,9.44,251.68,13139.6550324765,12000.0,1139.66,0.0,Other,other,Bookkeeper/accountant,7 years,RENT,36000.0,Not Verified,0.0,0.0,2006-06-01,0.0,,,8.0,0.0,4117,14.7,0.0,4117.0,21.0,28100.0,4.69,B,B1
Charged Off,0,20000,2016-07-01, 36 months,10.99,654.68,15206.53,10384.49,3139.19,32.73,Debt consolidation,debt_consolidation,Tech,10+ years,OWN,50000.0,Not Verified,0.0,0.0,1995-08-01,1.0,,,7.0,0.0,8186,31.9,0.0,37371.0,8.0,25700.0,25.83,B,B4
Current,5,10000,2018-05-01, 36 months,7.34,310.33,2788.89,2298.13,490.76,0.0,Debt consolidation,debt_consolidation,compliance,10+ years,RENT,38000.0,Verified,0.0,0.0,2002-08-01,0.0,45.0,,4.0,0.0,0,0.0,0.0,7207.0,9.0,4400.0,8.12,A,A4
Current,5,31450,2018-09-01, 60 months,12.73,711.25,3534.01,1928.58,1605.43,0.0,Credit card refinancing,credit_card,Director Corporate Security and Safety,8 years,MORTGAGE,104000.0,Verified,0.0,0.0,1998-10-01,0.0,,,13.0,0.0,40745,80.2,0.0,325591.0,26.0,50800.0,31.87,B,B5
Current,5,32000,2016-11-01, 60 months,8.24,652.53,17589.01,12790.87,4798.14,0.0,Home improvement,home_improvement,Tax manager,3 years,OWN,125000.0,Source Verified,0.0,0.0,1998-01-01,1.0,31.0,,14.0,0.0,1940,4.8,0.0,79857.0,33.0,38200.0,8.6,B,B1
Fully Paid,6,6000,2017-12-01, 36 months,20.0,222.99,6367.983945785601,6000.0,367.98,0.0,Debt consolidation,debt_consolidation,machinist,10+ years,MORTGAGE,90000.0,Verified,0.0,0.0,2003-09-01,0.0,47.0,,15.0,0.0,20947,97.4,0.0,195851.0,26.0,21500.0,24.24,D,D4
Fully Paid,6,1500,2016-06-01, 36 months,11.99,49.82,1704.5086815667,1500.0,204.51,0.0,Debt consolidation,debt_consolidation,Managment Analyst,8 years,RENT,77490.0,Source Verified,0.0,0.0,1998-07-01,0.0,52.0,,12.0,0.0,14222,67.7,0.0,137089.0,26.0,21000.0,16.82,C,C1
